restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward
11,0,CC(C)[NH+]1[C@H]2CC[C@@H]1CN(NC(=O)c1n[nH]c(=O)n1C#N)CC2,7.469300000000001,0.6008447545911034,6.096388565578238,320.3770000000001,-1.9246199999999967,0.0,8.160083520737729
11,1,C[C@@H]([C@H](O)N1CCCC1)[C@@H]1CCCCN1Sc1ccc(Cl)cc1F,7.520900000000005,0.7752163980379146,3.96844731686946,372.937,4.391000000000004,0.0,8.511663467332015
11,2,C[C@H]([C@H]1CN(c2ccc(S(=O)(=O)N3CCCC3)cc2)C[C@H]1n1cccc1)[C@H](O)c1ccccn1,7.595500000000004,0.55775077684264,3.9455331235444735,480.63400000000007,3.714800000000003,0.0,8.479822076066878
11,3,Cn1nc(-c2ccc(S(=O)(=O)N3CCCC3)c(CO)c2)n(S(=O)(=O)C2CC[NH2+]CC2)c1=O,7.573800000000003,0.5010554888983805,3.7100056490510793,486.5960000000003,-1.570699999999996,0.0,8.453327179544086
11,4,Cc1ccc(-c2ocnc2S(=O)(=O)N(C(=O)[O-])S(=O)(=O)CCC(C)C)cc1N1C[C@H]2CCC[C@@H]2C1,7.560700000000004,0.5092311583450825,4.207009838555015,524.6410000000003,2.5962200000000006,0.0,8.390316084276087
11,5,Cc1ccc(-c2ccnn2C)cc1S(=O)(=O)N(CC(=O)c1ccccn1)S(=O)(=O)C(C)C,7.519900000000003,0.457969958218694,2.934481105791164,476.5800000000002,2.4023200000000005,0.0,8.455436868530235
11,6,CC(C)S(=O)(=O)S(=O)(=O)/C=C\c1ccnn1C,7.386900000000001,0.7504093605830274,3.467579868553843,278.355,0.5438000000000001,0.0,8.122250129547698
11,7,CC(C)S(=O)(=O)/C=C\c1cc(S(=O)(=O)/C=C\c2ccnn2C)ccc1S(=O)(=O)C(C)C,7.544700000000006,0.5624311082866253,3.464271808668064,486.6370000000002,2.840700000000001,0.0,8.479488373276514
11,11,CC(C)S(=O)(=O)/C=C\S(=O)(=O)/C=C\C=C/c1ccnn1C,7.491600000000003,0.7404091765662325,3.757159554498103,330.4310000000001,1.6562,0.0,8.486088632833308
11,12,Cc1ccc(/C=C\C=C/C=C\S(=O)(=O)c2ccccn2)cc1S(=O)(=O)C(C)C,7.554100000000005,0.6328795529687423,3.055277874332992,417.55200000000013,4.129120000000004,0.0,8.565011989051076
11,14,Cc1ccc(/C=C\C=C/S(=O)(=O)/C=C\S(=O)(=O)C(C)C)cc1-c1cccnn1,7.573900000000004,0.6366905547469679,3.3773448073999264,418.54000000000013,3.6881200000000023,0.0,8.554510796633494
11,15,Cc1ccc(/C=C\C=C/C=C\c2cccnn2)cc1S(=O)(=O)C(C)C,7.546300000000005,0.7277250409954129,2.931530357055763,354.47500000000014,4.249920000000004,0.0,8.617009484792135
11,16,Cc1ccc(/C=C\c2ccnn2-c2cccnn2)cc1S(=O)(=O)C(C)C,7.534800000000008,0.6902371104584935,2.8510577297165582,368.46200000000016,3.323220000000002,0.0,8.594812782257598
11,17,Cc1ccc(-c2ccnn2-c2cccnn2)cc1CC(C)(C)[C@H](C)O,7.528200000000003,0.7732301524420002,3.270658263139956,336.4390000000001,3.5872200000000025,0.0,8.587749249907008
11,18,C[C@H](O)C(C)(C)Cc1cc(-c2ccnn2-c2cccnn2)ccc1-c1ccnn1C,7.533100000000002,0.5320170008194345,3.517050587820445,402.5020000000001,3.6793000000000022,0.0,8.447403441627674
11,19,Cn1nccc1-c1ccc(-c2ccnn2-c2cccnn2)cc1-c1cccnn1,7.541100000000003,0.47583716172623414,2.914040234580259,380.4150000000001,3.1868000000000007,0.0,8.487614557405095
11,20,Cn1nccc1-c1ccc(-c2ccnn2/C=C\c2ccnn2-c2cccnn2)cc1-c1cccnn1,7.5672000000000015,0.36058653239928407,3.4926918326840077,472.51600000000013,4.011200000000002,0.0,8.398224082931243
11,22,Cn1nccc1-c1ccc(-c2ccnn2-c2cccnn2)o1,7.532100000000003,0.5790379348306118,2.944796019908651,292.302,2.3228,0.0,8.384895160783502
11,23,Cn1nccc1-c1ccc(-c2ccnn2-c2cccnn2)o1,7.532100000000003,0.5790379348306118,2.944796019908651,292.302,2.3228,0.0,8.384895160783502
11,24,Cn1nccc1-c1ccnn1-c1ccc(-c2ccc(Cl)c(Cl)c2)o1,7.591300000000009,0.5259493432552849,2.808137151816105,359.216,4.839600000000003,0.33960000000000257,8.233860956446039
11,25,Cn1nccc1-c1ccnn1-c1ccc(Cl)c(Cl)c1,7.5033000000000065,0.7236667651839952,2.4567745845501587,293.157,3.579600000000002,0.0,8.485249010036668
11,26,Cn1nccc1-c1ccnn1-c1ccc(Cl)c(Cl)c1,7.503300000000007,0.7236667651839952,2.4567745845501587,293.157,3.579600000000002,0.0,8.485249010036668
11,27,Cn1nccc1-c1ccnn1-c1ccc(Cl)c(Cl)c1,7.5033000000000065,0.7236667651839952,2.4567745845501587,293.157,3.579600000000002,0.0,8.485249010036668
11,28,Cn1nccc1-c1ccnn1-c1ccc(Cl)c(Cl)c1,7.503300000000007,0.7236667651839952,2.4567745845501587,293.157,3.579600000000002,0.0,8.485249010036668
11,30,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\c1ccnn1/C=C\c1ccnn1C,7.577600000000002,0.5419341561800599,3.867029446408104,384.4870000000001,4.373200000000004,0.0,8.461864133449222
11,31,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\C=C/C=C\c1ccnn1C,7.580700000000004,0.6529186739152751,3.4935147183000916,344.4620000000001,4.6612000000000045,0.16120000000000445,8.396607865127628
11,32,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\C=C/C=C\c1ccnn1C,7.580700000000004,0.6529186739152751,3.4935147183000916,344.4620000000001,4.6612000000000045,0.16120000000000445,8.396607865127628
11,33,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\c1ccnn1C,7.559800000000006,0.7632959843147046,3.4294546071867575,292.386,3.5488000000000017,0.0,8.457055759611919
11,34,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\C=C/c1ccnn1C,7.5689000000000055,0.720396588848112,3.4611783342059894,318.42400000000004,4.105000000000004,0.0,8.5824838291659
11,35,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\C=C/c1ccnn1C,7.5689000000000055,0.720396588848112,3.4611783342059894,318.42400000000004,4.105000000000004,0.0,8.5824838291659
11,36,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\c1ccnn1C,7.559800000000006,0.7632959843147046,3.4294546071867575,292.386,3.5488000000000017,0.0,8.457055759611919
11,37,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\C=C/c1ccnn1C,7.568900000000006,0.720396588848112,3.4611783342059894,318.42400000000004,4.105000000000004,0.0,8.5824838291659
11,38,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\C=C/c1ccnn1C,7.568900000000006,0.720396588848112,3.4611783342059894,318.42400000000004,4.105000000000004,0.0,8.5824838291659
11,39,Cn1nccc1/C=C\C=C/C=C\C=C/C=C\c1ccnn1C,7.559800000000006,0.7632959843147046,3.4294546071867575,292.386,3.5488000000000017,0.0,8.457055759611919
11,47,Cn1nccc1/C=C\C=C/C=C\C=C/c1ccnn1C,7.558700000000004,0.7798745727540207,3.3317142038795007,266.348,2.9926000000000013,0.0,8.17777280643556
11,48,Cn1nccc1/C=C\C=C/C=C\C=C/c1ccnn1C,7.5587000000000035,0.7798745727540207,3.3317142038795007,266.348,2.9926000000000013,0.0,8.17777280643556
11,49,Cn1nccc1/C=C\C=C/C=C\C=C/c1ccnn1C,7.5587000000000035,0.7798745727540207,3.3317142038795007,266.348,2.9926000000000013,0.0,8.17777280643556
11,63,Cn1nccc1/C=C\C=C/C=C\c1ccnn1C,7.518600000000004,0.7694041891311019,3.2258787396013817,240.31,2.4364,0.0,7.861517979652576
11,64,Cn1nccc1/C=C\C=C/c1ccnn1C,7.504000000000003,0.7312205624509316,3.1083839268533486,214.272,1.8802,0.0,7.665691074979478
11,65,Cn1nccc1/C=C\c1ccnn1C,7.486000000000003,0.7122454830077457,2.938552124153677,188.234,1.324,0.0,7.579308237816378
11,66,Cn1nccc1/C=C\C=C/c1ccnn1C,7.504000000000004,0.7312205624509316,3.1083839268533486,214.272,1.8802,0.0,7.665691074979478
11,67,Cn1nccc1/C=C\c1ccnn1C,7.486000000000003,0.7122454830077457,2.938552124153677,188.234,1.324,0.0,7.579308237816378
11,68,Cn1nccc1/C=C\c1ccnn1C,7.486000000000002,0.7122454830077457,2.938552124153677,188.234,1.324,0.0,7.579308237816377
11,69,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,70,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,71,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,72,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,73,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,74,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,75,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,76,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,77,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,78,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,79,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,80,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,81,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,82,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,83,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,84,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,85,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,86,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,87,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,88,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,89,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,90,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,91,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,92,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,93,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,94,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,95,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,96,Cn1nccc1-c1ccnn1C,7.495000000000002,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971301
11,97,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
11,98,Cn1nccc1-c1ccnn1C,7.4950000000000045,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971304
11,99,Cn1nccc1-c1ccnn1C,7.495000000000005,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971305
11,100,Cn1nccc1-c1ccnn1C,7.495000000000004,0.6219917519441792,2.6249026473806882,162.19599999999997,0.8205999999999999,0.0,7.550376783971303
6,0,C[NH+]1CCC(CCN(C(=O)Oc2ccsc2)c2ccc(/C(N)=N/O)cc2)CC1,7.539300000000001,0.2982675452085947,3.6938125446626637,403.5280000000002,2.1628,0.0,8.319052518138031
6,1,CC[C@H]([NH3+])c1ccc(-c2cccc(C(=O)N3CCC[C@H](C)C3)c2)cc1,7.614000000000005,0.9029890042157135,3.164640145745147,337.487,3.918700000000003,0.0,8.749030487533346
6,2,CC[C@H]([NH3+])c1ccc(CCOC(=O)[C@@H](C)Cc2cc(C)[nH]n2)cc1,7.5987000000000045,0.7290385008105105,3.7681800292390566,330.452,2.3756199999999996,0.0,8.586401247481355
6,3,CC[C@H](CCc1ccc([C@]2(C[NH3+])CCOC2)cc1)C1CCC(O)CC1,7.612200000000005,0.7969362297393652,3.8931422042500206,346.53500000000014,3.0965000000000007,0.0,8.621353894444685
6,4,CCCN(CCc1ccc(I)cc1)[NH+]1CCC[C@H](C)C1,7.4376,0.7381289843653199,4.326758990185464,387.3290000000002,2.775500000000001,0.0,8.373988593164114
6,5,CCCc1ccc(CC[C@H](N)CN(CC(N)=O)c2ccc(C)cc2)cc1,7.5747000000000115,0.6888211862938638,2.699872707906728,353.51,3.199320000000002,0.0,8.649123322356271
6,6,CCCc1ccc(CCN(CC(N)=O)CC(N)=O)cc1,7.566000000000007,0.686654810973473,2.068343207978849,277.36799999999994,0.454200000000001,0.0,8.397733560571663
6,7,CCCc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,7.538300000000006,0.8222211693311551,2.0757121287430635,310.397,2.3617,0.0,8.723564890907564
6,8,NC(=O)CC[C@H](N)c1ccc(CCc2ccc(CC(N)=O)cc2)c(CC(N)=O)c1,7.634500000000002,0.44292058598791695,2.8856468385944307,396.49100000000016,0.7927000000000004,0.0,8.567395609134518
6,9,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)c(CC(N)=O)c2)cc1,7.610700000000004,0.5342954997115398,2.1935888925671136,401.4660000000001,2.103999999999999,0.0,8.658488860599062
6,10,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)c(CC(N)=O)c2)cc1,7.610700000000005,0.5342954997115398,2.1935888925671136,401.4660000000001,2.103999999999999,0.0,8.658488860599064
6,11,CCCc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,7.538300000000006,0.8222211693311551,2.0757121287430635,310.397,2.3617,0.0,8.723564890907564
6,12,NC(=O)Cc1ccc(-c2ccc(Cc3ccc(CC(N)=O)cc3CC(N)=O)cc2)cc1,7.634000000000003,0.49426093263097015,2.2672195026559763,415.49300000000017,2.027799999999999,0.0,8.654408516049891
6,13,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3CC(N)=O)cc2)cc1,7.580700000000005,0.5342954997115398,2.1960960354242562,401.4660000000001,2.103999999999999,0.0,8.628238146313349
6,14,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.592200000000003,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.7905488556945
6,15,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.5922000000000045,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.790548855694503
6,16,NC(=O)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(CC(N)=O)cc4CC(N)=O)cc3)cc2)cc1,7.652600000000001,0.3392107293590908,2.162456043418713,477.5640000000003,3.7710000000000017,0.0,8.605959760337676
6,17,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3CC(N)=O)cc2)cc1,7.580700000000005,0.5342954997115398,2.1960960354242562,401.4660000000001,2.103999999999999,0.0,8.628238146313349
6,18,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)c(CC(N)=O)c2)cc1,7.610700000000005,0.5342954997115398,2.1935888925671136,401.4660000000001,2.103999999999999,0.0,8.658488860599064
6,19,NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2)cc1,7.545800000000003,0.8585781933572817,1.7136358223539006,268.316,1.4091999999999998,0.0,8.389835879302987
6,20,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)c(CC(N)=O)c2)cc1,7.610700000000008,0.5342954997115398,2.1935888925671136,401.4660000000001,2.103999999999999,0.0,8.658488860599066
6,21,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)c(-c3ccc(CC(N)=O)cc3CC(N)=O)c2)cc1,7.586500000000002,0.23180006808767942,2.466860401610772,534.6160000000003,2.7988,0.0,8.413888375151034
6,22,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)c(CC(N)=O)c2)cc1,7.610700000000004,0.5342954997115398,2.1935888925671136,401.4660000000001,2.103999999999999,0.0,8.658488860599062
6,23,NC(=O)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(CC(N)=O)c(CC(N)=O)c4)cc3)c(CC(N)=O)c2)cc1,7.624500000000003,0.23180006808767942,2.484332357698623,534.6160000000004,2.7988,0.0,8.45014117954225
6,24,NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,7.568600000000006,0.6824569725376011,2.187976859934075,325.368,0.4369999999999997,0.0,8.6910308002754
6,25,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)c(CC(N)=O)c3)c(CC(N)=O)c2)cc1,7.626200000000006,0.35674269618491344,2.530427058006728,458.51800000000026,1.1317999999999995,0.0,8.551528642291789
6,26,NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2)cc1,7.5458000000000025,0.8585781933572817,1.7136358223539006,268.316,1.4091999999999998,0.0,8.389835879302986
